VIN	order_num	vendor_name	part_number	description	price	status	qty
RP3I3QO2BYF582498	003	Rundofase	RE-EAES0125	Switch panel	46.28	ordered	3
V08JG7APNII434369	004	Rundofase	RE-BAEW0035	Sunroof motor	8.75	installed	1
VTVE6444244403193	004	Rundofase	RE-EAES0120	Door switch	16.56	installed	4
XNUNZXGY3NC711419	001	Rundofase	RE-BAE0004	Cowl screen	52.78	installed	1
XNUNZXGY3NC711419	001	Rundofase	RE-EAELASS0085	Halogen	34.63	installed	1
XNUNZXGY3NC711419	001	Rundofase	RE-PACBS0170	Brake cooling duct	10.58	installed	1
XPBUWRX56F6412345	001	Rundofase	RE-EAEAD0041	Antenna assembly	35.84	installed	1
XPBUWRX56F6412345	001	Rundofase	RE-EAEM0146	Shift improver	0.04	installed	1
XPBUWRX56F6412345	001	Rundofase	RE-ICS0153	Armrest	31.48	installed	1
XPBUWRX56F6412345	001	Rundofase	RE-PACBS0186	Caliper	79.35	received	1
Z0405USEZKH796737	002	Rundofase	RE-EAEESS0058	Battery control system	59.65	installed	1
ZBZRLDKTF22899385	002	Rundofase	RE-BAE0010	Grille	54.67	installed	1
ZBZRLDKTF22899385	002	Rundofase	RE-EAEGAM0062	Ammeter	90.21	installed	1
ZBZRLDKTF22899385	002	Rundofase	RE-PACBS0164	ABS steel pin	4.70	installed	1
0O56VQ0TP1C342110	003	Scotfind	SD-BAE0009	Front fascia and header panel	113.40	installed	1
0O56VQ0TP1C342110	003	Scotfind	SD-EAEIS0078	Ignition box	247.32	installed	4
1GIQVMBR2A2798107	001	Scotfind	SD-EAEGAM0070	Temperature gauge	59.63	installed	1
1GIQVMBR2A2798107	001	Scotfind	SD-EAES0096	Crankshaft position sensor	57.09	installed	1
1GIQVMBR2A2798107	001	Scotfind	SD-PACBS0184	Brake warning light	110.59	installed	1
1GIQVMBR2A2798107	004	Scotfind	SD-BAE0015	Roof Rack	68.06	installed	2
1GIQVMBR2A2798107	004	Scotfind	SD-EAECS0048	Alternator	70.38	installed	3
1GIQVMBR2A2798107	004	Scotfind	SD-ICS0162	Seat track	36.92	installed	2
1RMG763RUOZ482821	001	Scotfind	SD-BAED0032	Centre Locking	122.21	ordered	1
1RMG763RUOZ482821	001	Scotfind	SD-EAEGAM0073	Voltmeter	32.48	installed	1
1RMG763RUOZ482821	001	Scotfind	SD-ICS0160	Seat bracket	101.70	installed	5
1V61QHRD20E210923	001	Scotfind	SD-EAEM0144	Relay connector	48.31	ordered	3
2CB6WLH88NB344487	003	Scotfind	SD-EAEGAM0074	Water temperature meter	57.40	installed	1
2CB6WLH88NB344487	003	Scotfind	SD-EAEIS0076	Distributor	37.76	installed	1
2CB6WLH88NB344487	003	Scotfind	SD-EAESS0115	Starter	8.44	installed	1
2CB6WLH88NB344487	003	Scotfind	SD-PACBS0188	Dual circuit brake system	46.04	installed	1
2DHOH4P4672123749	005	Scotfind	SD-EAECS0050	Alternator bracket	104.16	installed	2
2DHOH4P4672123749	005	Scotfind	SD-PACBS0182	Brake lining	10.69	installed	1
2LUXDFJTYZA796766	002	Scotfind	SD-EAEGAM0073	Voltmeter	102.23	installed	1
2LUXDFJTYZA796766	002	Scotfind	SD-EAEIS0076	Distributor	84.46	received	1
2LUXDFJTYZA796766	002	Scotfind	SD-EAELASS0087	Headlight motor	30.66	installed	1
2LUXDFJTYZA796766	002	Scotfind	SD-PACBS0163	Anti-lock braking system	55.51	installed	2
2Y1UCXYY50T192604	002	Scotfind	SD-BAED0027	Door seal	173.53	installed	4
2Y1UCXYY50T192604	002	Scotfind	SD-EAEGAM0071	Tire pressure gauge	167.62	installed	1
2Y1UCXYY50T192604	002	Scotfind	SD-EAESS0117	Starter Motor	15.44	installed	1
2Y1UCXYY50T192604	002	Scotfind	SD-PACBS0183	Shoe web	75.22	installed	4
2YTUEYSLDJG398062	002	Scotfind	SD-EAEM0143	Performance Monitor	14.87	installed	1
55M41D1AGKW204016	001	Scotfind	SD-BAE0014	Rocker panel	55.62	installed	1
55M41D1AGKW204016	001	Scotfind	SD-EAES0126	Thermostat	49.30	installed	1
5T3XYBUNB63008211	003	Scotfind	SD-BAED0023	Door beam and panel	111.97	installed	1
5T3XYBUNB63008211	003	Scotfind	SD-EAEGAM0065	Fuel gauge	175.82	installed	1
5T3XYBUNB63008211	003	Scotfind	SD-PACBS0179	Brake rotor	202.13	installed	2
6LYU65SHD4H127612	001	Scotfind	SD-EAEGAM0067	Odometer	47.45	installed	1
6LYU65SHD4H127612	001	Scotfind	SD-EAEIS0076	Distributor	53.19	received	1
ANW7EMLQVI6782246	001	Scotfind	SD-BAED0029	Hinge	37.67	installed	1
ANW7EMLQVI6782246	001	Scotfind	SD-EAEM0140	Fuse	30.49	installed	1
ANW7EMLQVI6782246	001	Scotfind	SD-EAES0095	Camshaft position sensor	40.20	received	1
ANW7EMLQVI6782246	001	Scotfind	SD-EAESS0119	Spark Plug	37.64	received	1
AOIDQU2ROYY946376	002	Scotfind	SD-BAEW0035	Sunroof motor	166.83	installed	2
EUNRBUAUCXQ934676	002	Scotfind	SD-EAES0102	Oxygen sensor	22.07	installed	2
IQ73NEIBJNB403342	002	Scotfind	SD-EAES0098	Fuel level sensor	34.24	installed	1
IQ73NEIBJNB403342	002	Scotfind	SD-EAESS0115	Starter	1.81	installed	2
IQ73NEIBJNB403342	002	Scotfind	SD-EAEWH0128	Air conditioning harness	36.11	installed	1
IQ73NEIBJNB403342	002	Scotfind	SD-PACBS0183	Shoe web	37.56	installed	4
L535DHDAU62985677	001	Scotfind	SD-EAEM0150	Wiring connector	98.15	installed	1
M0S6NVFHN2E042385	001	Scotfind	SD-EAES0094	Anti-pinch sensor	203.99	installed	1
M3VW8YIQKWT779745	006	Scotfind	SD-EAEAD0047	Subwoofer	142.58	installed	1
M3VW8YIQKWT779745	006	Scotfind	SD-EAEM0137	Door contact	183.33	installed	1
M3VW8YIQKWT779745	006	Scotfind	SD-EAES0112	IMA sensor	14.82	installed	1
M3VW8YIQKWT779745	006	Scotfind	SD-PACBS0168	Brake backing plate	71.04	installed	1
MATGJILCBL4124189	001	Scotfind	SD-EAEM0143	Performance Monitor	22.35	installed	1
MATGJILCBL4124189	001	Scotfind	SD-EAES0106	Rotational sensor	30.80	installed	1
MATGJILCBL4124189	001	Scotfind	SD-EAESS0117	Starter Motor	19.76	installed	1
MATGJILCBL4124189	001	Scotfind	SD-PACBS0193	Brake duct hose	18.70	installed	2
MM2NLRDRNXX156196	001	Scotfind	SD-EAEESS0057	Battery cable	1.22	installed	1
MM2NLRDRNXX156196	001	Scotfind	SD-EAES0097	Engine sensor	571.90	installed	1
MM2NLRDRNXX156196	001	Scotfind	SD-ICS0161	Seat cover	302.35	installed	4
NKY5WJPCYVC675161	005	Scotfind	SD-BAE0011	Pillar and hard trim	22.12	received	1
NKY5WJPCYVC675161	005	Scotfind	SD-EAEM0146	Shift improver	146.88	installed	1
NKY5WJPCYVC675161	005	Scotfind	SD-PACBS0165	Adjusting mechanism	87.42	ordered	1
NKY5WJPCYVC675161	005	Scotfind	SD-PACBS0184	Brake warning light	134.38	ordered	4
Q3TT4GKZDHK659352	002	Scotfind	SD-EAEESS0059	Battery plate	0.98	installed	1
Q3TT4GKZDHK659352	002	Scotfind	SD-EAES0093	Airbag sensor	38.95	installed	1
SLY1Q4WQXLP675951	005	Scotfind	SD-EAEGAM0071	Tire pressure gauge	25.61	installed	1
SLY1Q4WQXLP675951	005	Scotfind	SD-EAELASS0090	Side lighting	36.80	installed	2
SLY1Q4WQXLP675951	005	Scotfind	SD-EAEM0148	Speedometer calibrator	26.07	installed	1
VTVE6444244403193	006	Scotfind	SD-EAES0104	Pressure sensor	43.82	installed	1
VTVE6444244403193	006	Scotfind	SD-PACBS0165	Adjusting mechanism	7.68	installed	1
W17V1HTH5IW129737	001	Scotfind	SD-BAED0030	Door and bonnet	61.05	received	1
W17V1HTH5IW129737	001	Scotfind	SD-BAEW0039	Windshield washer motor	80.16	received	1
W17V1HTH5IW129737	001	Scotfind	SD-EAES0121	Ignition Switch	57.81	received	1
W17V1HTH5IW129737	001	Scotfind	SD-EAESS0116	Starter drive	55.33	received	1
W17V1HTH5IW129737	003	Scotfind	SD-BAE0022	Welded assembly	50.94	ordered	1
W17V1HTH5IW129737	003	Scotfind	SD-BAED0029	Hinge	47.60	installed	1
W17V1HTH5IW129737	003	Scotfind	SD-EAEIS0079	Ignition Coil	74.47	received	1
W17V1HTH5IW129737	003	Scotfind	SD-PACBS0179	Brake rotor	30.94	ordered	1
XUYF42BKSWK479574	001	Scotfind	SD-BAED0031	Lock	58.30	installed	1
XUYF42BKSWK479574	001	Scotfind	SD-EAEIS0081	Ignition controller	35.72	installed	1
YFV4PPW4SW8405660	003	Scotfind	SD-BAE0011	Pillar and hard trim	2.86	installed	1
YFV4PPW4SW8405660	003	Scotfind	SD-BAE0012	Quarter panel	88.94	installed	1
YFV4PPW4SW8405660	003	Scotfind	SD-EAEIS0075	Coil wire	180.74	installed	1
YIRV4C5U8MN581204	001	Scotfind	SD-BAED0031	Lock	71.03	installed	1
YIRV4C5U8MN581204	001	Scotfind	SD-EAEAD0043	Radio and media player	47.74	installed	1
YIRV4C5U8MN581204	001	Scotfind	SD-EAES0110	TDC sensor	59.54	installed	1
YIRV4C5U8MN581204	001	Scotfind	SD-PACBS0170	Brake cooling duct	83.25	installed	4
1RMG763RUOZ482821	004	Stanredtax	SX-EAEESS0056	Battery cable terminal	115.12	received	1
1RMG763RUOZ482821	004	Stanredtax	SX-EAES0109	ABS brack sensor	33.55	ordered	4
30YUJXKGY7I314746	002	Stanredtax	SX-BAE0000	Bonnet/hood	29.53	received	1
30YUJXKGY7I314746	002	Stanredtax	SX-EAEGAM0073	Voltmeter	66.25	received	1
340C5KYKWVM715838	001	Stanredtax	SX-EAES0126	Thermostat	40.70	installed	1
340C5KYKWVM715838	001	Stanredtax	SX-PACBS0190	Hose	99.94	installed	2
5IZQ0A8JNL8536828	002	Stanredtax	SX-BAE0013	Radiator core support	10.62	installed	5
5T3XYBUNB63008211	001	Stanredtax	SX-EAEAD0046	Tuner	133.26	installed	1
5T3XYBUNB63008211	001	Stanredtax	SX-PACBS0195	Load-sensing valve	37.56	installed	1
5T3XYBUNB63008211	002	Stanredtax	SX-EAECS0049	Alternator bearing	58.53	installed	1
5T3XYBUNB63008211	002	Stanredtax	SX-EAES0104	Pressure sensor	151.48	installed	1
6AZQDNCM3G6215989	005	Stanredtax	SX-BAEW0033	Glass	26.88	installed	1
6AZQDNCM3G6215989	005	Stanredtax	SX-EAEWH0131	Underfloor harness	37.07	installed	1
72OI8SLM4HN113041	003	Stanredtax	SX-EAEM0134	Central locking system	11.75	ordered	1
72OI8SLM4HN113041	003	Stanredtax	SX-PACBS0178	Brake roll	28.30	ordered	1
8U653RXUMZY984495	001	Stanredtax	SX-BAE0001	Bumper	70.68	received	1
8U653RXUMZY984495	001	Stanredtax	SX-EAEAD0043	Radio and media player	54.92	received	1
8U653RXUMZY984495	001	Stanredtax	SX-EAEIS0075	Coil wire	36.20	received	1
8U653RXUMZY984495	001	Stanredtax	SX-EAES0120	Door switch	99.28	ordered	1
BKO2YY3HI56119138	001	Stanredtax	SX-EAEM0132	Air bag control module	284.32	installed	1
E5W8EPPWZS0896119	002	Stanredtax	SX-BAE0014	Rocker panel	308.14	installed	2
E5W8EPPWZS0896119	002	Stanredtax	SX-BAE0016	Spoiler	191.04	installed	1
E5W8EPPWZS0896119	002	Stanredtax	SX-PACBS0194	Hydraulic booster unit	10.14	installed	4
EX0DFWC3FLW639681	005	Stanredtax	SX-EAEM0148	Speedometer calibrator	96.65	installed	5
FLACGVUE5FI388538	004	Stanredtax	SX-EAECS0052	Other alternator parts	47.61	installed	1
FLACGVUE5FI388538	004	Stanredtax	SX-EAEIS0075	Coil wire	7.79	installed	1
FLACGVUE5FI388538	004	Stanredtax	SX-EAES0101	Manifold absolute pressure sensor	40.16	installed	1
FLACGVUE5FI388538	004	Stanredtax	SX-EAESS0115	Starter	15.26	installed	1
FPJBMT3OOG8061158	003	Stanredtax	SX-EAEGAM0072	Vacuum gauge	49.85	installed	1
FPJBMT3OOG8061158	003	Stanredtax	SX-EAEGAM0074	Water temperature meter	12.10	installed	1
HGHHV1IWCUX780355	002	Stanredtax	SX-EAEGAM0070	Temperature gauge	132.64	installed	1
HGHHV1IWCUX780355	002	Stanredtax	SX-EAEGAM0074	Water temperature meter	87.65	installed	1
HGHHV1IWCUX780355	002	Stanredtax	SX-EAES0123	Steering column switch	51.23	installed	2
HTIAUKNL6TA101731	001	Stanredtax	SX-BAE0000	Bonnet/hood	94.03	installed	1
HTIAUKNL6TA101731	001	Stanredtax	SX-PACBS0172	Brake drum	52.66	installed	2
IZPS1NTRXAH046134	001	Stanredtax	SX-EAEGAM0065	Fuel gauge	184.80	installed	1
IZPS1NTRXAH046134	001	Stanredtax	SX-PACBS0178	Brake roll	48.19	installed	1
JA7YVHAFRLT437706	001	Stanredtax	SX-EAEM0143	Performance Monitor	58.90	installed	1
JA7YVHAFRLT437706	001	Stanredtax	SX-ICS0153	Armrest	38.01	installed	1
JE1O6OHJZW1220783	001	Stanredtax	SX-BAED0028	Door watershield	67.89	installed	1
JE1O6OHJZW1220783	001	Stanredtax	SX-ICS0161	Seat cover	10.16	installed	1
JE1O6OHJZW1220783	002	Stanredtax	SX-BAE0007	Fender Musical Instruments Corporation	90.19	installed	1
JE1O6OHJZW1220783	002	Stanredtax	SX-EAEGAM0063	Clinometer	106.29	installed	1
JE1O6OHJZW1220783	002	Stanredtax	SX-EAEIS0081	Ignition controller	72.85	installed	1
JE1O6OHJZW1220783	002	Stanredtax	SX-PACBS0191	Brake booster hose	62.24	installed	5
NM3BN4RJS1M492634	005	Stanredtax	SX-BAED0025	Inner door handle	16.15	received	1
NM3BN4RJS1M492634	005	Stanredtax	SX-BAEW0033	Glass	37.05	ordered	1
NM3BN4RJS1M492634	005	Stanredtax	SX-EAEAD0046	Tuner	47.83	installed	1
NM3BN4RJS1M492634	005	Stanredtax	SX-EAEESS0060	Battery tray	59.69	received	1
NNKIP3UNIGZ353715	003	Stanredtax	SX-PACBS0177	Brake pump	120.60	installed	1
NNKIP3UNIGZ353715	003	Stanredtax	SX-PACBS0183	Shoe web	19.59	installed	1
OY3DWMTTXNP309610	001	Stanredtax	SX-BAEW0035	Sunroof motor	5.80	ordered	1
Q6C80HSWMFK634460	002	Stanredtax	SX-EAEM0146	Shift improver	1.99	installed	1
SAN8CKZV8O6386790	003	Stanredtax	SX-BAE0013	Radiator core support	18.49	installed	1
SAN8CKZV8O6386790	003	Stanredtax	SX-IFCAP0152	Center console	18.09	installed	1
SMZSGMQWSKI621717	001	Stanredtax	SX-BAE0000	Bonnet/hood	26.57	installed	1
SMZSGMQWSKI621717	001	Stanredtax	SX-BAE0010	Grille	17.28	installed	4
SMZSGMQWSKI621717	001	Stanredtax	SX-BAEW0033	Glass	27.90	installed	1
SO6WD25XQVR636495	004	Stanredtax	SX-EAEIS0081	Ignition controller	9.46	ordered	1
SO6WD25XQVR636495	004	Stanredtax	SX-EAEM0146	Shift improver	130.17	installed	2
U3SEY7BL74U428566	004	Stanredtax	SX-BAEW0034	Sunroof	1.58	installed	1
U3SEY7BL74U428566	004	Stanredtax	SX-PACBS0187	Combination valve	43.05	installed	1
U4DAG21M25I154677	002	Stanredtax	SX-BAE0003	Exposed bumper	55.94	installed	1
UDK1102XNQ4362369	002	Stanredtax	SX-EAEM0138	Engine computer and management system	38.20	installed	3
UDK1102XNQ4362369	002	Stanredtax	SX-EAES0125	Switch panel	85.66	ordered	1
UDK1102XNQ4362369	002	Stanredtax	SX-PACBS0176	Brake piston	127.22	ordered	1
UDOHJKQNZRU355125	003	Stanredtax	SX-EAES0114	ABS sensor	85.49	installed	1
VJUYVX0SHHT606044	001	Stanredtax	SX-EAEAD0043	Radio and media player	3.87	installed	1
VWWOX3PM6QD757820	001	Stanredtax	SX-EAECS0048	Alternator	3.81	installed	1
VWWOX3PM6QD757820	001	Stanredtax	SX-EAES0126	Thermostat	21.78	installed	1
VWWOX3PM6QD757820	001	Stanredtax	SX-ICS0161	Seat cover	11.39	installed	1
W85FIU0UPWJ342063	002	Stanredtax	SX-BAE0001	Bumper	50.34	installed	1
ZDNMEDH0CHN556637	002	Stanredtax	SX-BAEW0036	Window motor	23.15	ordered	1
ZDNMEDH0CHN556637	002	Stanredtax	SX-BAEW0040	Window seal	48.83	ordered	1
ZDNMEDH0CHN556637	002	Stanredtax	SX-PACBS0174	Brake pad	89.44	ordered	1
ZDNMEDH0CHN556637	003	Stanredtax	SX-BAE0020	Trunk	80.91	installed	1
ZO6LSHSSJHC695220	001	Stanredtax	SX-BAE0012	Quarter panel	23.05	received	1
036EG6XGHFJ822528	002	Streethex	SX-EAEIS0080	Ignition coil parts	10.38	installed	1
036EG6XGHFJ822528	002	Streethex	SX-EAES0124	Switch cover	31.10	installed	1
036EG6XGHFJ822528	002	Streethex	SX-EAESS0116	Starter drive	11.10	installed	1
15WH5TNL8GD986516	001	Streethex	SX-BAE0021	Valance	37.12	installed	1
15WH5TNL8GD986516	001	Streethex	SX-BAED0029	Hinge	35.65	installed	1
15WH5TNL8GD986516	001	Streethex	SX-EAEIS0081	Ignition controller	40.80	installed	1
15WH5TNL8GD986516	001	Streethex	SX-EAEM0136	Cruise control computer	29.29	installed	1
1A8CMLRTUGR146952	003	Streethex	SX-BAE0012	Quarter panel	61.77	ordered	1
1A8CMLRTUGR146952	003	Streethex	SX-BAEW0034	Sunroof	81.11	ordered	4
1A8CMLRTUGR146952	003	Streethex	SX-PACBS0163	Anti-lock braking system	67.09	received	1
2YTUEYSLDJG398062	001	Streethex	SX-EAECS0050	Alternator bracket	22.37	installed	4
2YTUEYSLDJG398062	001	Streethex	SX-EAEM0135	Chassis control computer	33.38	installed	1
3P0R7483FP1117876	001	Streethex	SX-BAED0026	Door control module	11.15	installed	1
3P0R7483FP1117876	001	Streethex	SX-PACBS0188	Dual circuit brake system	73.11	installed	3
4BW4C1KL6TZ577336	004	Streethex	SX-EAEM0140	Fuse	24.62	installed	1
4BW4C1KL6TZ577336	004	Streethex	SX-PACBS0196	Master Cylinder	73.52	installed	1
4HVC60L66KI459720	001	Streethex	SX-EAES0105	Rain sensor	0.92	installed	1
4HVC60L66KI459720	001	Streethex	SX-EAES0106	Rotational sensor	21.81	installed	2
55M41D1AGKW204016	002	Streethex	SX-EAEESS0060	Battery tray	16.42	installed	1
55M41D1AGKW204016	002	Streethex	SX-EAEWH0128	Air conditioning harness	52.75	installed	1
5IZQ0A8JNL8536828	005	Streethex	SX-EAEM0143	Performance Monitor	60.67	received	3
5IZQ0A8JNL8536828	005	Streethex	SX-EAES0127	Frame Switch	60.04	ordered	2
8VGJ74SC8UK076966	005	Streethex	SX-PACBS0182	Brake lining	33.56	installed	1
B68KFH50SOO194215	001	Streethex	SX-BAE0003	Exposed bumper	117.80	ordered	1
B68KFH50SOO194215	001	Streethex	SX-EAES0106	Rotational sensor	71.92	installed	2
B68KFH50SOO194215	001	Streethex	SX-ICS0153	Armrest	56.94	installed	1
EX0DFWC3FLW639681	002	Streethex	SX-PACBS0190	Hose	81.95	installed	1
HXP0L3Y7NRP032607	003	Streethex	SX-EAEM0140	Fuse	23.17	installed	1
HXP0L3Y7NRP032607	003	Streethex	SX-EAES0095	Camshaft position sensor	70.68	installed	1
HXP0L3Y7NRP032607	003	Streethex	SX-ICS0156	Children and baby car seat	36.86	installed	1
HXP0L3Y7NRP032607	003	Streethex	SX-PACBS0180	Brake servo	77.01	installed	1
JBPIGW2CI42143239	001	Streethex	SX-BAEW0036	Window motor	36.12	installed	1
JBPIGW2CI42143239	001	Streethex	SX-EAEGAM0067	Odometer	43.97	installed	1
JBPIGW2CI42143239	001	Streethex	SX-EAEIS0082	Magneto	100.51	ordered	1
JS0Y5W8KIDC106093	001	Streethex	SX-EAEM0149	Transmission computer	5.57	installed	1
L712UQJXM4L524142	004	Streethex	SX-BAE0002	Unexposed bumper	31.71	installed	4
L712UQJXM4L524142	004	Streethex	SX-EAEESS0059	Battery plate	2.82	installed	1
L712UQJXM4L524142	004	Streethex	SX-EAEIS0076	Distributor	11.80	installed	1
L712UQJXM4L524142	004	Streethex	SX-EAEIS0077	Electronic timing controller	84.61	installed	1
LLPNU12CY5C440662	001	Streethex	SX-EAEGAM0068	Speedometer	10.25	received	2
LYPZILOBZ87153615	001	Streethex	SX-BAE0010	Grille	37.86	installed	1
LYPZILOBZ87153615	001	Streethex	SX-BAED0027	Door seal	8.63	installed	1
LYPZILOBZ87153615	001	Streethex	SX-EAEAD0045	Speaker	61.64	installed	1
LYPZILOBZ87153615	001	Streethex	SX-IFCAP0151	Carpet and other floor material	10.04	installed	1
MM2NLRDRNXX156196	002	Streethex	SX-BAE0011	Pillar and hard trim	561.21	installed	1
MM2NLRDRNXX156196	002	Streethex	SX-BAE0019	Trim package	185.61	installed	1
MPXFMDRYC6D036656	003	Streethex	SX-BAED0028	Door watershield	24.56	installed	4
MPXFMDRYC6D036656	003	Streethex	SX-BAED0031	Lock	20.51	installed	1
MPXFMDRYC6D036656	003	Streethex	SX-EAEM0139	Engine control unit	11.48	installed	1
MPXFMDRYC6D036656	003	Streethex	SX-ICS0156	Children and baby car seat	8.73	installed	2
N64LL1WC63N759701	005	Streethex	SX-BAE0007	Fender Musical Instruments Corporation	2.77	installed	1
N64LL1WC63N759701	005	Streethex	SX-EAEM0145	Remote lock	30.03	installed	1
N64LL1WC63N759701	005	Streethex	SX-PACBS0191	Brake booster hose	13.46	installed	2
O1C66KL1VK4840531	001	Streethex	SX-BAE0016	Spoiler	97.03	installed	1
O1C66KL1VK4840531	001	Streethex	SX-BAEW0038	Windshield	35.52	installed	1
O1C66KL1VK4840531	001	Streethex	SX-EAEIS0081	Ignition controller	51.87	installed	1
O1C66KL1VK4840531	001	Streethex	SX-PACBS0198	Other braking system parts	39.83	installed	1
OQPBCN4Y1YB733979	004	Streethex	SX-BAE0005	Decklid	42.19	installed	2
OQPBCN4Y1YB733979	004	Streethex	SX-BAED0031	Lock	66.10	installed	1
OQPBCN4Y1YB733979	004	Streethex	SX-EAEGAM0065	Fuel gauge	24.40	installed	1
OY3DWMTTXNP309610	002	Streethex	SX-BAE0009	Front fascia and header panel	39.08	installed	1
OY3DWMTTXNP309610	002	Streethex	SX-BAE0021	Valance	13.36	installed	1
OY3DWMTTXNP309610	002	Streethex	SX-BAEW0037	Window regulator	9.29	received	2
PI5K0FV5WKD862880	002	Streethex	SX-BAED0029	Hinge	131.97	installed	1
PI5K0FV5WKD862880	002	Streethex	SX-EAEM0143	Performance Monitor	75.95	installed	1
PI5K0FV5WKD862880	002	Streethex	SX-EAES0095	Camshaft position sensor	15.05	installed	1
PI5K0FV5WKD862880	002	Streethex	SX-PACBS0195	Load-sensing valve	32.22	installed	1
QPMO737UII0340028	001	Streethex	SX-EAEM0139	Engine control unit	5.00	received	1
QPMO737UII0340028	001	Streethex	SX-EAEM0147	Speed controller	12.44	received	1
RP3I3QO2BYF582498	002	Streethex	SX-EAEGAM0069	Tachometer	45.29	ordered	1
RP3I3QO2BYF582498	004	Streethex	SX-EAEESS0061	Voltage regulator	59.94	ordered	1
RP3I3QO2BYF582498	004	Streethex	SX-EAES0107	Temperature sensor	54.30	received	1
RP3I3QO2BYF582498	004	Streethex	SX-ICS0161	Seat cover	33.99	ordered	4
RP3I3QO2BYF582498	004	Streethex	SX-PACBS0167	Bleed nipple	44.75	received	1
SAN8CKZV8O6386790	005	Streethex	SX-BAED0024	Outer door handle	6.77	installed	1
SAN8CKZV8O6386790	005	Streethex	SX-EAEAD0043	Radio and media player	24.63	installed	1
SAN8CKZV8O6386790	005	Streethex	SX-EAEM0148	Speedometer calibrator	10.63	installed	1
SAN8CKZV8O6386790	005	Streethex	SX-ICS0159	Seat Belt	18.65	installed	1
TVFRONGULQ7855167	001	Streethex	SX-BAED0028	Door watershield	3.35	installed	3
TVFRONGULQ7855167	001	Streethex	SX-ICS0156	Children and baby car seat	10.93	installed	1
TVFRONGULQ7855167	001	Streethex	SX-PACBS0175	Brake pedal	3.60	installed	1
TVFRONGULQ7855167	001	Streethex	SX-PACBS0181	Brake shoe	4.12	installed	1
TVFRONGULQ7855167	003	Streethex	SX-BAE0021	Valance	24.07	installed	1
TVFRONGULQ7855167	003	Streethex	SX-BAEW0039	Windshield washer motor	22.99	installed	1
TVFRONGULQ7855167	003	Streethex	SX-EAECS0049	Alternator bearing	1.08	installed	1
TVFRONGULQ7855167	003	Streethex	SX-EAEM0142	Performance chip	22.16	installed	1
U8CPVV20LCB872591	001	Streethex	SX-EAEIS0080	Ignition coil parts	24.02	ordered	1
VLYZ0TBEDGM584853	003	Streethex	SX-BAE0012	Quarter panel	80.11	installed	1
VLYZ0TBEDGM584853	003	Streethex	SX-BAED0029	Hinge	86.83	installed	1
VLYZ0TBEDGM584853	003	Streethex	SX-ICS0156	Children and baby car seat	46.55	installed	1
VLYZ0TBEDGM584853	003	Streethex	SX-PACBS0186	Caliper	74.56	installed	3
VOCIAMIZKKN350227	004	Streethex	SX-EAEM0142	Performance chip	9.93	ordered	1
VOCIAMIZKKN350227	004	Streethex	SX-EAES0102	Oxygen sensor	31.48	received	1
VOCIAMIZKKN350227	004	Streethex	SX-EAES0109	ABS brack sensor	6.34	installed	1
W1R2THVZD6L234135	001	Streethex	SX-BAED0023	Door beam and panel	3.34	ordered	2
W1R2THVZD6L234135	001	Streethex	SX-EAELASS0089	License plate lamp	9.93	installed	1
W1R2THVZD6L234135	001	Streethex	SX-ICS0153	Armrest	26.74	installed	1
W1R2THVZD6L234135	001	Streethex	SX-PACBS0183	Shoe web	27.06	received	2
WGVK4P1UIPJ916959	005	Streethex	SX-BAE0003	Exposed bumper	21.23	received	4
WGVK4P1UIPJ916959	005	Streethex	SX-BAED0023	Door beam and panel	49.15	ordered	1
WGVK4P1UIPJ916959	005	Streethex	SX-EAEESS0053	Battery	30.85	ordered	1
XJMTKD21FUV756318	002	Streethex	SX-BAED0028	Door watershield	37.86	installed	4
XJMTKD21FUV756318	002	Streethex	SX-EAES0110	TDC sensor	25.93	installed	1
Z8KJQAZ0L2C379316	004	Streethex	SX-BAED0024	Outer door handle	120.51	installed	4
Z8KJQAZ0L2C379316	004	Streethex	SX-EAEIS0078	Ignition box	35.67	installed	2
05PN35GUCGU088819	001	Sumace	SE-EAELASS0086	Headlight	40.39	installed	1
05PN35GUCGU088819	005	Sumace	SE-BAEW0036	Window motor	24.23	installed	4
0RTZMNEP443530450	002	Sumace	SE-EAES0104	Pressure sensor	59.48	ordered	1
0RTZMNEP443530450	002	Sumace	SE-ICS0154	Bench Seat	78.04	ordered	1
0RTZMNEP443530450	002	Sumace	SE-PACBS0195	Load-sensing valve	58.97	installed	1
8SGNAEKKQ0B252643	001	Sumace	SE-EAEESS0058	Battery control system	45.56	installed	1
8SGNAEKKQ0B252643	001	Sumace	SE-EAES0123	Steering column switch	21.25	installed	1
8SGNAEKKQ0B252643	002	Sumace	SE-EAES0102	Oxygen sensor	10.31	installed	4
8SGNAEKKQ0B252643	002	Sumace	SE-IFCAP0151	Carpet and other floor material	1.56	installed	1
A1GTY6T551Q455502	003	Sumace	SE-BAE0001	Bumper	33.13	installed	1
A1GTY6T551Q455502	003	Sumace	SE-EAEGAM0071	Tire pressure gauge	70.70	installed	1
BYNUGAHZM1L977542	001	Sumace	SE-EAEGAM0070	Temperature gauge	10.49	installed	1
BYNUGAHZM1L977542	001	Sumace	SE-EAEIS0077	Electronic timing controller	15.78	installed	1
BYNUGAHZM1L977542	001	Sumace	SE-EAEM0139	Engine control unit	19.47	installed	1
