INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('036EG6XGHFJ822528-001', '036EG6XGHFJ822528', '1', 'Bioholding', 'user09', 81.07000000000001);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('5T3XYBUNB63008211-001', '5T3XYBUNB63008211', '1', 'Stanredtax', 'user09', 170.82);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('5T3XYBUNB63008211-002', '5T3XYBUNB63008211', '2', 'Stanredtax', 'user09', 210.01);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('5T3XYBUNB63008211-003', '5T3XYBUNB63008211', '3', 'Scotfind', 'user09', 692.05);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('5WKWALJ4EQU001163-001', '5WKWALJ4EQU001163', '1', 'Green-Plus', 'user09', 76.72);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('5WKWALJ4EQU001163-002', '5WKWALJ4EQU001163', '2', 'Green-Plus', 'user09', 15.97);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('5WKWALJ4EQU001163-003', '5WKWALJ4EQU001163', '3', 'Newex', 'user09', 72.75999999999999);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6AZQDNCM3G6215989-001', '6AZQDNCM3G6215989', '1', 'Rundofase', 'user09', 30.33);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6AZQDNCM3G6215989-002', '6AZQDNCM3G6215989', '2', 'Doncon', 'user09', 178.73000000000002);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6AZQDNCM3G6215989-003', '6AZQDNCM3G6215989', '3', 'Dontechi', 'user09', 53.49);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6AZQDNCM3G6215989-004', '6AZQDNCM3G6215989', '4', 'Green-Plus', 'user09', 76.48);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6AZQDNCM3G6215989-005', '6AZQDNCM3G6215989', '5', 'Stanredtax', 'user09', 63.95);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6LYU65SHD4H127612-001', '6LYU65SHD4H127612', '1', 'Scotfind', 'user09', 100.64);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6WRD8C6784B120048-001', '6WRD8C6784B120048', '1', 'Dontechi', 'user09', 214.67999999999998);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6WRD8C6784B120048-002', '6WRD8C6784B120048', '2', 'Isdom', 'user09', 109.65);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6WRD8C6784B120048-003', '6WRD8C6784B120048', '3', 'Yearin', 'user09', 43.37);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6WRD8C6784B120048-004', '6WRD8C6784B120048', '4', 'Xx-zobam', 'user09', 54.01);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('6ZG2Z4HYIKW532605-001', '6ZG2Z4HYIKW532605', '1', 'Bioholding', 'user09', 303.23);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('72OI8SLM4HN113041-001', '72OI8SLM4HN113041', '1', 'Isdom', 'user09', 82.16);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('72OI8SLM4HN113041-002', '72OI8SLM4HN113041', '2', 'Faxquote', 'user09', 150.03);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('72OI8SLM4HN113041-003', '72OI8SLM4HN113041', '3', 'Stanredtax', 'user09', 40.05);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('72SCGHC1RB4779672-001', '72SCGHC1RB4779672', '1', 'Faxquote', 'user09', 39.120000000000005);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('73HIEJVMY26464395-001', '73HIEJVMY26464395', '1', 'Rundofase', 'user09', 163.10000000000002);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('73HIEJVMY26464395-002', '73HIEJVMY26464395', '2', 'Plusstrip', 'user09', 140.78);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('7ZGFTG3CJWB276675-001', '7ZGFTG3CJWB276675', '1', 'Plusstrip', 'user09', 151.68);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8CR4YKPMHVR077313-001', '8CR4YKPMHVR077313', '1', 'Plusstrip', 'user09', 5.9);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8CR4YKPMHVR077313-002', '8CR4YKPMHVR077313', '2', 'Doncon', 'user09', 80.82);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8FDAK0CPTWA122888-001', '8FDAK0CPTWA122888', '1', 'Faxquote', 'user09', 57.29);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8FDAK0CPTWA122888-002', '8FDAK0CPTWA122888', '2', 'Dontechi', 'user09', 59.56);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8JVUFKHA0TM075506-001', '8JVUFKHA0TM075506', '1', 'Ontomedia', 'user09', 193.43);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8LPZZLYHF77014597-001', '8LPZZLYHF77014597', '1', 'Konmatfix', 'user09', 292.16999999999996);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8LPZZLYHF77014597-002', '8LPZZLYHF77014597', '2', 'Yearin', 'user09', 170.13);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8LPZZLYHF77014597-003', '8LPZZLYHF77014597', '3', 'Ontomedia', 'user09', 288.71);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8SGNAEKKQ0B252643-001', '8SGNAEKKQ0B252643', '1', 'Sumace', 'user09', 66.81);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8SGNAEKKQ0B252643-002', '8SGNAEKKQ0B252643', '2', 'Sumace', 'user09', 42.800000000000004);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8U653RXUMZY984495-001', '8U653RXUMZY984495', '1', 'Stanredtax', 'user09', 261.08000000000004);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8U653RXUMZY984495-002', '8U653RXUMZY984495', '2', 'Faxquote', 'user09', 95.29);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8U653RXUMZY984495-003', '8U653RXUMZY984495', '3', 'Faxquote', 'user09', 110.82000000000001);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8U653RXUMZY984495-004', '8U653RXUMZY984495', '4', 'Donware', 'user09', 238.47000000000003);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8UU0VC3VENC905922-001', '8UU0VC3VENC905922', '1', 'Donware', 'user09', 454.45000000000005);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8UU0VC3VENC905922-002', '8UU0VC3VENC905922', '2', 'Ontomedia', 'user09', 231.48000000000002);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8UU0VC3VENC905922-003', '8UU0VC3VENC905922', '3', 'Konmatfix', 'user09', 69.82);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8VGJ74SC8UK076966-001', '8VGJ74SC8UK076966', '1', 'Faxquote', 'user09', 309.56);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8VGJ74SC8UK076966-002', '8VGJ74SC8UK076966', '2', 'J-Texon', 'user09', 228.49);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8VGJ74SC8UK076966-003', '8VGJ74SC8UK076966', '3', 'Dontechi', 'user09', 23.21);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8VGJ74SC8UK076966-004', '8VGJ74SC8UK076966', '4', 'Newex', 'user09', 15.239999999999998);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8VGJ74SC8UK076966-005', '8VGJ74SC8UK076966', '5', 'Streethex', 'user09', 33.56);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8W38A5ZZFKA123439-001', '8W38A5ZZFKA123439', '1', 'Newex', 'user09', 305.63);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8W38A5ZZFKA123439-002', '8W38A5ZZFKA123439', '2', 'Ontomedia', 'user09', 255.62);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8W38A5ZZFKA123439-003', '8W38A5ZZFKA123439', '3', 'Xx-zobam', 'user09', 258.06);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8WLKEABOQM5965804-001', '8WLKEABOQM5965804', '1', 'Newex', 'user09', 46.44);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8WLKEABOQM5965804-002', '8WLKEABOQM5965804', '2', 'Ontomedia', 'user09', 94.52000000000001);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('8WLKEABOQM5965804-003', '8WLKEABOQM5965804', '3', 'Donware', 'user09', 124.17);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A1GTY6T551Q455502-001', 'A1GTY6T551Q455502', '1', 'Bioholding', 'user09', 52.89);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A1GTY6T551Q455502-002', 'A1GTY6T551Q455502', '2', 'Isdom', 'user09', 258.06);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A1GTY6T551Q455502-003', 'A1GTY6T551Q455502', '3', 'Sumace', 'user09', 103.83000000000001);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A1GTY6T551Q455502-004', 'A1GTY6T551Q455502', '4', 'Green-Plus', 'user09', 111.42);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A1S3JZU0RGM394036-001', 'A1S3JZU0RGM394036', '1', 'Yearin', 'user09', 91.86999999999999);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A58PSDYJWYD029917-001', 'A58PSDYJWYD029917', '1', 'Rundofase', 'user09', 79.43);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('A58PSDYJWYD029917-002', 'A58PSDYJWYD029917', '2', 'Faxquote', 'user09', 41.029999999999994);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('ANW7EMLQVI6782246-001', 'ANW7EMLQVI6782246', '1', 'Scotfind', 'user09', 146.0);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('ANW7EMLQVI6782246-002', 'ANW7EMLQVI6782246', '2', 'Rundofase', 'user09', 96.05);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('AOIDQU2ROYY946376-001', 'AOIDQU2ROYY946376', '1', 'Green-Plus', 'user09', 173.14);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('AOIDQU2ROYY946376-002', 'AOIDQU2ROYY946376', '2', 'Scotfind', 'user09', 333.66);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('B5Q25XY368S364688-001', 'B5Q25XY368S364688', '1', 'Konmatfix', 'user09', 242.86);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('B5Q25XY368S364688-002', 'B5Q25XY368S364688', '2', 'Donquadtech', 'user09', 408.63);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('B68KFH50SOO194215-001', 'B68KFH50SOO194215', '1', 'Streethex', 'user09', 318.58);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BCTZOAWQMHJ300759-001', 'BCTZOAWQMHJ300759', '1', 'Xx-zobam', 'user09', 557.8399999999999);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BCTZOAWQMHJ300759-002', 'BCTZOAWQMHJ300759', '2', 'Konmatfix', 'user09', 157.72000000000003);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BH6Z8Q8YUSV665327-001', 'BH6Z8Q8YUSV665327', '1', 'Donquadtech', 'user09', 14.0);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BH6Z8Q8YUSV665327-002', 'BH6Z8Q8YUSV665327', '2', 'Rundofase', 'user09', 58.04);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BKO2YY3HI56119138-001', 'BKO2YY3HI56119138', '1', 'Stanredtax', 'user09', 284.32);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BKO2YY3HI56119138-002', 'BKO2YY3HI56119138', '2', 'Newex', 'user09', 194.8);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BQ1P8TA2OBE090669-001', 'BQ1P8TA2OBE090669', '1', 'Green-Plus', 'user09', 36.17);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BQ1P8TA2OBE090669-002', 'BQ1P8TA2OBE090669', '2', 'Yearin', 'user09', 157.16000000000003);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BROAYF3JXYB733688-001', 'BROAYF3JXYB733688', '1', 'Konmatfix', 'user09', 18.1);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BROAYF3JXYB733688-002', 'BROAYF3JXYB733688', '2', 'Newex', 'user09', 60.0);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BV7ZLIZN0R2917777-001', 'BV7ZLIZN0R2917777', '1', 'Doncon', 'user09', 81.6);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BV7ZLIZN0R2917777-002', 'BV7ZLIZN0R2917777', '2', 'Donquadtech', 'user09', 138.47);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BV7ZLIZN0R2917777-003', 'BV7ZLIZN0R2917777', '3', 'Dontechi', 'user09', 684.15);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BV7ZLIZN0R2917777-004', 'BV7ZLIZN0R2917777', '4', 'Faxquote', 'user09', 51.17);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BW4Z2PQG761237438-001', 'BW4Z2PQG761237438', '1', 'Xx-zobam', 'user09', 291.22);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BYNUGAHZM1L977542-001', 'BYNUGAHZM1L977542', '1', 'Sumace', 'user09', 65.69);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('BYNUGAHZM1L977542-002', 'BYNUGAHZM1L977542', '2', 'Donquadtech', 'user09', 173.83);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('CXGQS7AZP6I329568-001', 'CXGQS7AZP6I329568', '1', 'Donware', 'user09', 119.38);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('CXGQS7AZP6I329568-002', 'CXGQS7AZP6I329568', '2', 'Plusstrip', 'user09', 25.89);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('D244CUCA1UX127908-001', 'D244CUCA1UX127908', '1', 'Xx-zobam', 'user09', 84.55999999999999);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('D244CUCA1UX127908-002', 'D244CUCA1UX127908', '2', 'Faxquote', 'user09', 129.57);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('DABGHKVUB2D696619-001', 'DABGHKVUB2D696619', '1', 'Isdom', 'user09', 99.69);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('DBF5M62ODXK242204-001', 'DBF5M62ODXK242204', '1', 'Rundofase', 'user09', 26.24);
INSERT INTO partorder (purchase_order_number, vin, order_number, part_vendor_name, username, total_cost) VALUES ('DBF5M62ODXK242204-002', 'DBF5M62ODXK242204', '2', 'Konmatfix', 'user09', 51.32);
